influencer_name,Category,#Followers,#Posts,Likes,Comments,Total_Engagement,Engagement_Rate,Avg_Likes,Avg_Comments
makeupbynvs,beauty,1432.0,1,70.0,6.0,76.0,5.307262569832402,70.0,6.0
jaquelinevandoski,beauty,137600.0,2,29031.0,142.0,29173.0,21.201308139534884,14515.5,71.0
anisaartistry,beauty,64644.0,1,3125.0,33.0,3158.0,4.885217498917147,3125.0,33.0
rubina_muartistry,beauty,496406.0,2,15346.0,152.0,15498.0,3.1220412323783355,7673.0,76.0
glaminfusion,beauty,4717.0,2,941.0,172.0,1113.0,23.595505617977526,470.5,86.0
paisleymattes,beauty,108193.0,2,6581.0,131.0,6712.0,6.20372852217796,3290.5,65.5
meghanmakeup_,beauty,1430.0,2,113.0,2.0,115.0,8.041958041958042,56.5,1.0
mariana.beautyy,beauty,6460.0,5,752.0,28.0,780.0,12.074303405572756,150.4,5.6
michellechawkemakeup,beauty,5458.0,1,244.0,0.0,244.0,4.470502015390252,244.0,0.0
itsbeauty_bliss,beauty,24344.0,1,300.0,50.0,350.0,1.4377259283601709,300.0,50.0
shanmacmua,beauty,102974.0,1,3373.0,69.0,3442.0,3.3425913337347293,3373.0,69.0
makeupxsyd,beauty,8988.0,1,795.0,24.0,819.0,9.11214953271028,795.0,24.0
sandijarquin,beauty,17609.0,1,379.0,4.0,383.0,2.1750241353853146,379.0,4.0
meninadibatom,beauty,10020.0,1,83.0,1.0,84.0,0.8383233532934131,83.0,1.0
virginia_maccagno,beauty,35623.0,2,1795.0,9.0,1804.0,5.064143951941161,897.5,4.5
stephjoyner1989,beauty,5532.0,1,274.0,137.0,411.0,7.429501084598698,274.0,137.0
cindyloubindi,beauty,2696.0,3,386.0,22.0,408.0,15.133531157270031,128.66666666666666,7.333333333333333
hollifer__,beauty,32078.0,3,8479.0,152.0,8631.0,26.906290915892512,2826.3333333333335,50.666666666666664
sayehsmakeup,beauty,203351.0,3,10959.0,128.0,11087.0,5.452149239492306,3653.0,42.666666666666664
canadian.muas,beauty,1462.0,1,55.0,4.0,59.0,4.035567715458276,55.0,4.0
jwmua,beauty,31530.0,1,1139.0,17.0,1156.0,3.666349508404694,1139.0,17.0
farahpromakeup,beauty,457281.0,4,11849.0,106.0,11955.0,2.614366221207529,2962.25,26.5
camouflageandbalayage,beauty,165757.0,1,3338.0,38.0,3376.0,2.0367163981008343,3338.0,38.0
with_sabrina,beauty,6252.0,1,182.0,0.0,182.0,2.91106845809341,182.0,0.0
carmenvalladolid_,beauty,3274.0,3,515.0,9.0,524.0,16.0048869883934,171.66666666666666,3.0
ruthiebarone,beauty,71013.0,1,4211.0,18.0,4229.0,5.955247630715503,4211.0,18.0
annette_updo_artist,beauty,73963.0,2,2199.0,8.0,2207.0,2.983924394629747,1099.5,4.0
amypigeonmua,beauty,17975.0,2,830.0,18.0,848.0,4.717663421418637,415.0,9.0
kaylann_marie,beauty,15201.0,1,161.0,2.0,163.0,1.0722978751397934,161.0,2.0
midnight_weirdo,beauty,23072.0,1,1674.0,26.0,1700.0,7.3682385575589455,1674.0,26.0
melisssaspiteri,beauty,74839.0,1,1591.0,24.0,1615.0,2.157965766512113,1591.0,24.0
mj_essence,beauty,3062.0,2,249.0,6.0,255.0,8.327890267798823,124.5,3.0
iamalexxkyler,beauty,34865.0,2,1679.0,38.0,1717.0,4.92470959414886,839.5,19.0
valpham,beauty,192909.0,1,7580.0,112.0,7692.0,3.9873722843413213,7580.0,112.0
geribeth23,beauty,60540.0,1,1710.0,0.0,1710.0,2.8245787908820614,1710.0,0.0
cakedbyjess,beauty,5607.0,1,114.0,4.0,118.0,2.1045122168717674,114.0,4.0
inngenue,beauty,64403.0,1,3150.0,35.0,3185.0,4.945421797121252,3150.0,35.0
alexandralee1016,beauty,27847.0,1,593.0,0.0,593.0,2.1294933026896974,593.0,0.0
madithemermaid,beauty,2369.0,3,339.0,75.0,414.0,17.475728155339805,113.0,25.0
sophialcsmakeup,beauty,50403.0,2,2810.0,20.0,2830.0,5.61474515405829,1405.0,10.0
spindelsven,beauty,6344.0,2,587.0,15.0,602.0,9.489281210592686,293.5,7.5
therealmarxicoco,beauty,11676.0,1,753.0,16.0,769.0,6.5861596437136,753.0,16.0
h_love13,beauty,28076.0,1,149.0,8.0,157.0,0.5591964667331529,149.0,8.0
ida_elina,beauty,206775.0,1,16474.0,159.0,16633.0,8.044009188731712,16474.0,159.0
catanoglam,beauty,12227.0,4,814.0,23.0,837.0,6.845505847714076,203.5,5.75
bexlecter,beauty,37961.0,3,6387.0,69.0,6456.0,17.006928163114775,2129.0,23.0
marisolbautistaa,beauty,593621.0,1,21672.0,136.0,21808.0,3.673724480771402,21672.0,136.0
thebeautyelite,beauty,262221.0,2,4193.0,48.0,4241.0,1.6173380469146255,2096.5,24.0
tingting57live,beauty,13995.0,1,455.0,3.0,458.0,3.2725973561986423,455.0,3.0
sofia_torress,beauty,138373.0,1,1853.0,24.0,1877.0,1.3564785037543452,1853.0,24.0
beautiception,beauty,25925.0,1,1284.0,57.0,1341.0,5.172613307618129,1284.0,57.0
wiskola,beauty,238698.0,2,11819.0,176.0,11995.0,5.025178258720224,5909.5,88.0
sydniiee,beauty,55026.0,1,373.0,6.0,379.0,0.6887653109439175,373.0,6.0
zavvora,beauty,8314.0,1,620.0,21.0,641.0,7.709886937695454,620.0,21.0
thegoodhairday,beauty,22057.0,1,1203.0,31.0,1234.0,5.594595819921114,1203.0,31.0
blogbelezamake,beauty,3587.0,1,62.0,7.0,69.0,1.9236130471145803,62.0,7.0
angelabright,beauty,39177.0,2,1481.0,20.0,1501.0,3.831329606656967,740.5,10.0
beauty_by_elley,beauty,132124.0,1,559.0,15.0,574.0,0.43444037419393905,559.0,15.0
kobra_mua,beauty,94588.0,1,516.0,27.0,543.0,0.5740685922104284,516.0,27.0
rylikethebread,beauty,1486.0,1,90.0,0.0,90.0,6.056527590847914,90.0,0.0
christinahortet,beauty,3354.0,2,364.0,21.0,385.0,11.478831246273106,182.0,10.5
wildroseartistry,beauty,33622.0,3,1941.0,45.0,1986.0,5.906846707512938,647.0,15.0
zodieac,beauty,49846.0,1,861.0,18.0,879.0,1.7634313686153351,861.0,18.0
adila_makeup,beauty,13424.0,1,55.0,0.0,55.0,0.40971394517282483,55.0,0.0
iikonn,beauty,294356.0,2,440.0,1.0,441.0,0.14981858701708137,220.0,0.5
lilybetzabee,beauty,50198.0,1,1742.0,0.0,1742.0,3.4702577791943905,1742.0,0.0
sativadoesmakeup,beauty,1122.0,2,1086.0,107.0,1193.0,106.32798573975045,543.0,53.5
nyxcosmetics,beauty,13236856.0,1,77000.0,206.0,77206.0,0.5832653917214178,77000.0,206.0
rachellediamond,beauty,68226.0,3,1806.0,41.0,1847.0,2.7071790812886585,602.0,13.666666666666666
mua_myesha,beauty,96999.0,1,5271.0,40.0,5311.0,5.475314178496685,5271.0,40.0
mrsannabradshaw,beauty,7110.0,1,250.0,6.0,256.0,3.60056258790436,250.0,6.0
hair_flair_extensions,beauty,10122.0,2,128.0,5.0,133.0,1.313969571230982,64.0,2.5
lpbeautyblog,beauty,12667.0,2,843.0,36.0,879.0,6.939291071287598,421.5,18.0
rosegold_beautyx,beauty,63759.0,2,770.0,49.0,819.0,1.2845245377123231,385.0,24.5
rija_imran,beauty,59271.0,1,1002.0,17.0,1019.0,1.7192218791651903,1002.0,17.0
saradamonte,beauty,1125.0,1,50.0,4.0,54.0,4.8,50.0,4.0
daniellemarie.mua,beauty,9698.0,1,260.0,20.0,280.0,2.887193235718705,260.0,20.0
taritabeauty,beauty,8261.0,2,497.0,18.0,515.0,6.234112092966953,248.5,9.0
eyelive4beauty,beauty,196506.0,1,205.0,0.0,205.0,0.10432251432526234,205.0,0.0
sicilia.freefight.deserteagle,beauty,16061.0,2,58.0,3.0,61.0,0.3798020048564847,29.0,1.5
kaysalbeautyxo,beauty,2243.0,3,291.0,10.0,301.0,13.419527418635754,97.0,3.3333333333333335
laurieprisca,beauty,5730.0,1,90.0,0.0,90.0,1.5706806282722512,90.0,0.0
aaqshah,beauty,169669.0,1,515.0,30.0,545.0,0.3212136571795673,515.0,30.0
undiscovered_muas,beauty,496725.0,1,3153.0,42.0,3195.0,0.6432130454476823,3153.0,42.0
civrie,beauty,25301.0,2,1647.0,25.0,1672.0,6.608434449231256,823.5,12.5
baniru_2,beauty,9501.0,1,175.0,5.0,180.0,1.8945374171139882,175.0,5.0
glam.glimmers,beauty,484968.0,1,21014.0,468.0,21482.0,4.4295706108444275,21014.0,468.0
styleme.b,beauty,4262.0,4,624.0,22.0,646.0,15.157203190990145,156.0,5.5
gemmabarrettmua,beauty,6027.0,1,493.0,109.0,602.0,9.988385598141695,493.0,109.0
emilianummelin,beauty,45998.0,1,284.0,7.0,291.0,0.6326362015739815,284.0,7.0
ifancycupcakes,beauty,17422.0,1,1895.0,153.0,2048.0,11.755251980254851,1895.0,153.0
lavieencosmetiques,beauty,15989.0,1,120.0,1.0,121.0,0.7567702795672024,120.0,1.0
hairbyfranco,beauty,68730.0,2,1444.0,30.0,1474.0,2.1446238905863524,722.0,15.0
mrdanielmakeup,beauty,271445.0,3,43113.0,293.0,43406.0,15.990716351378733,14371.0,97.66666666666667
guyannescissorhands,beauty,21455.0,1,204.0,7.0,211.0,0.9834537403868563,204.0,7.0
simplyslayed_,beauty,2334.0,1,70.0,1.0,71.0,3.0419880034275923,70.0,1.0
sn0ok,beauty,162069.0,2,12155.0,103.0,12258.0,7.563445199266979,6077.5,51.5
simaiamakeup,beauty,2305.0,1,41.0,0.0,41.0,1.7787418655097613,41.0,0.0
alwayscleia,beauty,1381.0,3,487.0,98.0,585.0,42.36060825488776,162.33333333333334,32.666666666666664
primpandprimebeauty,beauty,10190.0,1,215.0,34.0,249.0,2.4435721295387633,215.0,34.0
chxrming,beauty,50630.0,1,1719.0,101.0,1820.0,3.5947066956349993,1719.0,101.0
ooh.mee,beauty,202206.0,3,18935.0,157.0,19092.0,9.441856324738138,6311.666666666667,52.333333333333336
ashleykaylamakeup,beauty,124897.0,2,3251.0,50.0,3301.0,2.6429778137185043,1625.5,25.0
hey_itsbeautiful,beauty,414575.0,1,2408.0,26.0,2434.0,0.5871072785382621,2408.0,26.0
sarbearmua,beauty,4776.0,2,1138.0,56.0,1194.0,25.0,569.0,28.0
amandaepsteinhair,beauty,11697.0,2,276.0,41.0,317.0,2.710096605967342,138.0,20.5
horvattamara,beauty,17096.0,1,5086.0,0.0,5086.0,29.74964904071128,5086.0,0.0
minimualist,beauty,31196.0,3,1500.0,62.0,1562.0,5.007052186177715,500.0,20.666666666666668
michaelabachmann,beauty,1751.0,1,374.0,15.0,389.0,22.215876641918904,374.0,15.0
maria_alsabah,beauty,6928.0,3,141.0,3.0,144.0,2.0785219399538106,47.0,1.0
andrearenee00,beauty,20668.0,2,438.0,10.0,448.0,2.1676020901877298,219.0,5.0
katiejanehughes,beauty,174955.0,6,63979.0,824.0,64803.0,37.039810236918065,10663.166666666666,137.33333333333334
hyowoony,beauty,31517.0,2,2789.0,10.0,2799.0,8.88092140749437,1394.5,5.0
denitslava,beauty,1102359.0,2,95466.0,378.0,95844.0,8.69444527599448,47733.0,189.0
melaninbeautiesunite,beauty,123100.0,3,1667.0,15.0,1682.0,1.3663688058489034,555.6666666666666,5.0
rebeccamolloymakeup,beauty,9336.0,1,1105.0,15.0,1120.0,11.99657240788346,1105.0,15.0
bernardinelliclaudia,beauty,3023.0,1,50.0,6.0,56.0,1.8524644392987097,50.0,6.0
alexingamua,beauty,21180.0,1,113.0,1.0,114.0,0.538243626062323,113.0,1.0
lindsaysgotglam,beauty,5723.0,2,229.0,10.0,239.0,4.176131399615586,114.5,5.0
stjohnnnn,beauty,39736.0,1,829.0,8.0,837.0,2.1064022548822225,829.0,8.0
brushinarushbyjr,beauty,5894.0,5,380.0,14.0,394.0,6.68476416694944,76.0,2.8
makeup_with_nessa,beauty,10375.0,1,40.0,4.0,44.0,0.4240963855421687,40.0,4.0
_bubsbee,beauty,54819.0,1,2266.0,0.0,2266.0,4.133603312720043,2266.0,0.0
nikkii_makeup,beauty,10765.0,1,432.0,34.0,466.0,4.328843474222016,432.0,34.0
cosmobyhaley,beauty,955823.0,2,89246.0,310.0,89556.0,9.369517159557784,44623.0,155.0
joos_makeup,beauty,4685.0,1,97.0,0.0,97.0,2.070437566702241,97.0,0.0
letreirofeminino,beauty,20822.0,1,281.0,7.0,288.0,1.383152434924599,281.0,7.0
beatyafaceduo,beauty,7965.0,4,510.0,45.0,555.0,6.96798493408663,127.5,11.25
_lahrin_,beauty,15312.0,1,1098.0,65.0,1163.0,7.595350052246603,1098.0,65.0
flawdecaybeauty,beauty,1648.0,2,264.0,12.0,276.0,16.74757281553398,132.0,6.0
blonde25,beauty,17894.0,3,9641.0,587.0,10228.0,57.158824186878284,3213.6666666666665,195.66666666666666
megfeather,beauty,419340.0,1,433.0,14.0,447.0,0.1065960795535842,433.0,14.0
lola_von_esche,beauty,105673.0,1,1108.0,14.0,1122.0,1.061766014024396,1108.0,14.0
lovleesazy,beauty,18321.0,1,525.0,0.0,525.0,2.865564106762731,525.0,0.0
loveevelyn13,beauty,2088.0,2,196.0,22.0,218.0,10.440613026819925,98.0,11.0
marianamaldona2,beauty,4396.0,3,215.0,10.0,225.0,5.1182893539581436,71.66666666666667,3.3333333333333335
hair.by.adam,beauty,46026.0,2,1782.0,26.0,1808.0,3.928214487463608,891.0,13.0
ashghotcakess,beauty,67062.0,1,20477.0,102.0,20579.0,30.686528883719543,20477.0,102.0
courteney_mua,beauty,19700.0,2,1297.0,23.0,1320.0,6.7005076142131985,648.5,11.5
cherie_flavor,beauty,43036.0,2,2025.0,19.0,2044.0,4.749512036434613,1012.5,9.5
jessicamakems,beauty,215335.0,2,4950.0,55.0,5005.0,2.324285415747556,2475.0,27.5
quemdisseberenice,beauty,2887173.0,3,202636.0,1416.0,204052.0,7.067536306276071,67545.33333333333,472.0
aura_glitz,beauty,24700.0,1,224.0,6.0,230.0,0.931174089068826,224.0,6.0
belle_of_the_ball_beauty83,beauty,19075.0,1,61.0,5.0,66.0,0.34600262123197906,61.0,5.0
mikaatbhc,beauty,72007.0,1,1620.0,36.0,1656.0,2.2997764106267446,1620.0,36.0
angelalamarie_,beauty,65617.0,1,1197.0,19.0,1216.0,1.8531782922108602,1197.0,19.0
shelleygregoryhair,beauty,107146.0,1,1036.0,16.0,1052.0,0.9818378660892614,1036.0,16.0
katesbeautystation,beauty,16454.0,3,1533.0,61.0,1594.0,9.687613954053726,511.0,20.333333333333332
jordrivera_,beauty,2723.0,3,699.0,17.0,716.0,26.294528094013952,233.0,5.666666666666667
ellasdaily,beauty,23603.0,1,1053.0,31.0,1084.0,4.592636529254756,1053.0,31.0
kariiahlg,beauty,1585.0,2,302.0,50.0,352.0,22.20820189274448,151.0,25.0
mystiicx_makeup,beauty,2190.0,1,234.0,7.0,241.0,11.004566210045661,234.0,7.0
vaeiolet,beauty,3816.0,2,90.0,2.0,92.0,2.410901467505241,45.0,1.0
me_salon,beauty,4963.0,1,141.0,0.0,141.0,2.841023574450937,141.0,0.0
beautybyjulia,beauty,93026.0,2,2978.0,175.0,3153.0,3.3893750134371037,1489.0,87.5
abyxo,beauty,25195.0,1,947.0,4.0,951.0,3.7745584441357414,947.0,4.0
dailybaileyb,beauty,13870.0,1,393.0,19.0,412.0,2.9704397981254504,393.0,19.0
araako,beauty,16419.0,2,1591.0,29.0,1620.0,9.866617942627444,795.5,14.5
xoalexandram,beauty,12585.0,2,186.0,9.0,195.0,1.5494636471990464,93.0,4.5
naturallybeautifulgirl,beauty,1079.0,2,310.0,18.0,328.0,30.3985171455051,155.0,9.0
lou.von.bright,beauty,104314.0,1,4036.0,17.0,4053.0,3.885384512146021,4036.0,17.0
makeupbyrosec,beauty,221037.0,1,277.0,14.0,291.0,0.1316521668317974,277.0,14.0
makeupbymisskris,beauty,59879.0,1,316.0,7.0,323.0,0.5394211660181366,316.0,7.0
extensionbarla,beauty,14832.0,2,552.0,9.0,561.0,3.782362459546926,276.0,4.5
makeupbycherylh,beauty,26971.0,1,733.0,15.0,748.0,2.7733491527937417,733.0,15.0
lyds_makeup,beauty,177993.0,1,595.0,7.0,602.0,0.3382155478024417,595.0,7.0
acoloradohairstylist,beauty,1913.0,2,189.0,14.0,203.0,10.611604809200209,94.5,7.0
nailstorming,beauty,1057372.0,1,6711.0,34.0,6745.0,0.6379022709131696,6711.0,34.0
graceonyourdash,beauty,165951.0,2,30073.0,326.0,30399.0,18.31805773993528,15036.5,163.0
verdebio,beauty,18417.0,1,239.0,8.0,247.0,1.3411521963403377,239.0,8.0
thebeyoutybureau,beauty,38449.0,2,2316.0,39.0,2355.0,6.124996748940155,1158.0,19.5
makeupbyjalesse,beauty,11036.0,2,308.0,22.0,330.0,2.9902138455962306,154.0,11.0
ellycatt,beauty,71339.0,1,2142.0,33.0,2175.0,3.0488232243233013,2142.0,33.0
gotymakeup3,beauty,77756.0,1,2883.0,55.0,2938.0,3.7784865476619167,2883.0,55.0
nickeilgenesis,beauty,43601.0,4,8853.0,124.0,8977.0,20.58897731703401,2213.25,31.0
luckyones07,beauty,3691.0,1,33.0,2.0,35.0,0.948252506095909,33.0,2.0
1208_sj,beauty,59020.0,1,1097.0,2.0,1099.0,1.862080650626906,1097.0,2.0
rosy_soo,beauty,33506.0,2,493.0,2.0,495.0,1.4773473407747866,246.5,1.0
harmonysouthway,beauty,1164.0,2,90.0,4.0,94.0,8.075601374570446,45.0,2.0
basic_gaia,beauty,61705.0,2,26821.0,1137.0,27958.0,45.30913216108905,13410.5,568.5
beautyfashlaw,beauty,2132.0,3,548.0,125.0,673.0,31.56660412757974,182.66666666666666,41.666666666666664
kilennyk,beauty,15515.0,2,985.0,83.0,1068.0,6.883660973251692,492.5,41.5
lovinggirlylife,beauty,8855.0,3,927.0,48.0,975.0,11.01072840203275,309.0,16.0
carlayneclover,beauty,43457.0,3,3383.0,8.0,3391.0,7.803115723588835,1127.6666666666667,2.6666666666666665
thelittlemua,beauty,32750.0,2,1768.0,40.0,1808.0,5.5206106870229,884.0,20.0
emily_snips,beauty,29797.0,2,2901.0,51.0,2952.0,9.907037621237038,1450.5,25.5
minute._.2,beauty,1074.0,3,280.0,18.0,298.0,27.746741154562383,93.33333333333333,6.0
khloedosh,beauty,322040.0,1,7550.0,59.0,7609.0,2.3627499689479565,7550.0,59.0
nikolekristinehair,beauty,1121.0,2,148.0,8.0,156.0,13.91614629794826,74.0,4.0
casslevinehair,beauty,1175.0,2,69.0,2.0,71.0,6.042553191489362,34.5,1.0
andriellyneri,beauty,29292.0,1,1112.0,53.0,1165.0,3.9771951386043973,1112.0,53.0
amieyoungmua,beauty,8923.0,1,58.0,3.0,61.0,0.6836265829877843,58.0,3.0
lolaliner,beauty,614530.0,1,17286.0,90.0,17376.0,2.827526727743153,17286.0,90.0
hairmakeupbyanna,beauty,86364.0,2,570.0,13.0,583.0,0.6750497892640452,285.0,6.5
braided_to_infinity,beauty,47386.0,3,1688.0,30.0,1718.0,3.625543409445828,562.6666666666666,10.0
tineballeteam_hairstudio,beauty,2771.0,1,43.0,0.0,43.0,1.5517863587152654,43.0,0.0
vannedoesit,beauty,2057.0,1,94.0,2.0,96.0,4.666990763247448,94.0,2.0
brutavaresppf,beauty,1643856.0,3,44717.0,189.0,44906.0,2.7317477929940335,14905.666666666666,63.0
raphaelamua,beauty,81277.0,2,2823.0,201.0,3024.0,3.7206097666006377,1411.5,100.5
nataliesandqvist,beauty,12953.0,3,1662.0,31.0,1693.0,13.070331197406007,554.0,10.333333333333334
hair.by.cara,beauty,4088.0,1,101.0,5.0,106.0,2.592954990215264,101.0,5.0
smokeylily,beauty,28767.0,1,842.0,1.0,843.0,2.9304411304619875,842.0,1.0
bonnys_wonderland,beauty,1753.0,1,115.0,0.0,115.0,6.560182544209926,115.0,0.0
zachmesquit,beauty,216199.0,3,14262.0,418.0,14680.0,6.790040656987313,4754.0,139.33333333333334
turquoisetrouble,beauty,8913.0,4,875.0,18.0,893.0,10.019073263772018,218.75,4.5
kirstyrowlands.makeup,beauty,1956.0,1,31.0,1.0,32.0,1.6359918200409,31.0,1.0
makeupbytammi,beauty,76921.0,2,1038.0,21.0,1059.0,1.3767371719036414,519.0,10.5
tianacosmetics,beauty,159526.0,1,4918.0,66.0,4984.0,3.124255607236438,4918.0,66.0
kesulatko_makeup,beauty,1177.0,2,168.0,7.0,175.0,14.868309260832625,84.0,3.5
bilbo_park,beauty,21525.0,3,953.0,5.0,958.0,4.450638792102207,317.6666666666667,1.6666666666666667
ilinca.munteanu,beauty,18024.0,2,1736.0,23.0,1759.0,9.759209942299156,868.0,11.5
glamoureal,beauty,185095.0,3,9363.0,116.0,9479.0,5.121154001998973,3121.0,38.666666666666664
mmaiohmmai,beauty,34728.0,1,196.0,13.0,209.0,0.6018198571757659,196.0,13.0
rachleary,beauty,181549.0,3,24689.0,120.0,24809.0,13.665181300916007,8229.666666666666,40.0
lepetitbeirut,beauty,104540.0,1,721.0,10.0,731.0,0.6992538741151713,721.0,10.0
johannaherrstedt,beauty,625066.0,1,29613.0,75.0,29688.0,4.749578444516259,29613.0,75.0
amythemermaidx,beauty,318764.0,2,18055.0,79.0,18134.0,5.68884817608011,9027.5,39.5
sarahshithappens,beauty,39632.0,1,2625.0,13.0,2638.0,6.656237383932176,2625.0,13.0
bymorgantyler,beauty,1601.0,2,168.0,3.0,171.0,10.680824484697064,84.0,1.5
captaingabex,beauty,89350.0,2,28549.0,244.0,28793.0,32.22495803021824,14274.5,122.0
patryyciah,beauty,8003.0,3,1283.0,51.0,1334.0,16.66874921904286,427.6666666666667,17.0
deneandale,beauty,30554.0,2,384.0,63.0,447.0,1.4629835700726581,192.0,31.5
pompberry,beauty,42134.0,3,1979.0,45.0,2024.0,4.803721460103479,659.6666666666666,15.0
venessaluciano,beauty,33340.0,3,2042.0,21.0,2063.0,6.187762447510498,680.6666666666666,7.0
hairwitchery,beauty,1199.0,1,36.0,1.0,37.0,3.085904920767306,36.0,1.0
verolover,beauty,6850.0,1,198.0,31.0,229.0,3.343065693430657,198.0,31.0
graceful_knots,beauty,3974.0,2,85.0,2.0,87.0,2.1892299949672873,42.5,1.0
thevinfx,beauty,36996.0,2,4054.0,122.0,4176.0,11.287706779111256,2027.0,61.0
queenofluna,beauty,423430.0,1,18439.0,95.0,18534.0,4.377110738492785,18439.0,95.0
glambyshelby,beauty,23343.0,4,5980.0,242.0,6222.0,26.654671636036497,1495.0,60.5
cherylpandemonium,beauty,111202.0,1,5534.0,71.0,5605.0,5.0403769716372,5534.0,71.0
theresahuaroto,beauty,11302.0,2,605.0,28.0,633.0,5.600778623252522,302.5,14.0
vianneyleigh_makeup,beauty,3550.0,2,160.0,2.0,162.0,4.563380281690141,80.0,1.0
studioveronaa,beauty,18497.0,1,32.0,1.0,33.0,0.17840730929339893,32.0,1.0
chinabell,beauty,21000.0,3,2664.0,73.0,2737.0,13.033333333333333,888.0,24.333333333333332
hairstylistof_la,beauty,31469.0,1,62.0,0.0,62.0,0.19701928882392195,62.0,0.0
ewalkk,beauty,14397.0,1,584.0,0.0,584.0,4.056400639022018,584.0,0.0
sharmkup,beauty,17264.0,1,448.0,10.0,458.0,2.6529193697868396,448.0,10.0
nicolesmakeup_,beauty,83928.0,1,3139.0,62.0,3201.0,3.813983414355161,3139.0,62.0
mandiglitter,beauty,7557.0,3,383.0,72.0,455.0,6.020907767632658,127.66666666666667,24.0
lady_end,beauty,2657.0,2,158.0,5.0,163.0,6.134738426797139,79.0,2.5
themisschriss,beauty,9544.0,1,125.0,18.0,143.0,1.4983235540653814,125.0,18.0
trophdoph,beauty,28505.0,2,2425.0,84.0,2509.0,8.801964567619716,1212.5,42.0
brownhairedbliss,beauty,169649.0,2,4720.0,71.0,4791.0,2.8240661601306227,2360.0,35.5
girinbt,beauty,47992.0,1,1356.0,5.0,1361.0,2.835889314885814,1356.0,5.0
melraesegal,beauty,92400.0,1,1187.0,33.0,1220.0,1.3203463203463204,1187.0,33.0
mrtndamex,beauty,66156.0,3,7338.0,90.0,7428.0,11.228006530019954,2446.0,30.0
a1delatorre,beauty,91041.0,2,1903.0,38.0,1941.0,2.1320064586285303,951.5,19.0
miik3y_starr,beauty,34239.0,2,890.0,0.0,890.0,2.599374981745962,445.0,0.0
beautybykiim,beauty,6048.0,1,32.0,5.0,37.0,0.6117724867724867,32.0,5.0
sylwiaperri,beauty,10887.0,3,654.0,58.0,712.0,6.539909984385046,218.0,19.333333333333332
cpresso,beauty,203385.0,3,7107.0,61.0,7168.0,3.5243503699879537,2369.0,20.333333333333332
vilcreates,beauty,41291.0,1,1676.0,28.0,1704.0,4.126807294567823,1676.0,28.0
shelbytriglia,beauty,161675.0,3,47003.0,475.0,47478.0,29.366321323643113,15667.666666666666,158.33333333333334
barbara_makeup_2690,beauty,25892.0,1,1307.0,26.0,1333.0,5.148308357793914,1307.0,26.0
pigeon_pie_art,beauty,80129.0,3,3160.0,40.0,3200.0,3.993560383880992,1053.3333333333333,13.333333333333334
susannebarnekow,beauty,25588.0,2,1224.0,75.0,1299.0,5.07659840550258,612.0,37.5
mscatrin,beauty,4053.0,2,143.0,5.0,148.0,3.651616086849247,71.5,2.5
claudiaschonhofen,beauty,64462.0,2,2568.0,24.0,2592.0,4.020973596847755,1284.0,12.0
pourmwabeauty,beauty,4620.0,1,393.0,8.0,401.0,8.679653679653681,393.0,8.0
ivykungu,beauty,55338.0,2,9608.0,36.0,9644.0,17.427445878058474,4804.0,18.0
viva_glam_kay,beauty,1459908.0,1,81316.0,1159.0,82475.0,5.649328587828823,81316.0,1159.0
laurensrevenge,beauty,51640.0,1,2280.0,16.0,2296.0,4.446165762974438,2280.0,16.0
lindyvera1,beauty,1525.0,2,49.0,3.0,52.0,3.4098360655737707,24.5,1.5
vanespada,beauty,103913.0,3,13179.0,86.0,13265.0,12.765486512755864,4393.0,28.666666666666668
glitterandshimmer,beauty,9142.0,2,312.0,7.0,319.0,3.4893896302778384,156.0,3.5
mixnblendbeauty,beauty,3594.0,1,62.0,2.0,64.0,1.7807456872565388,62.0,2.0
thaciaevellin,beauty,24923.0,2,2123.0,46.0,2169.0,8.70280463828592,1061.5,23.0
nboutique.ae,beauty,55435.0,1,48.0,0.0,48.0,0.08658789573374222,48.0,0.0
fcaligaris,beauty,1080.0,1,27.0,0.0,27.0,2.5,27.0,0.0
lauramakeup90,beauty,11933.0,2,669.0,120.0,789.0,6.611916533981396,334.5,60.0
helinoftroy,beauty,1557.0,3,129.0,15.0,144.0,9.248554913294797,43.0,5.0
yackievds,beauty,7688.0,1,662.0,10.0,672.0,8.74089490114464,662.0,10.0
studionnsd,beauty,10181.0,2,367.0,5.0,372.0,3.6538650427266477,183.5,2.5
tavujesus,beauty,83003.0,1,7753.0,336.0,8089.0,9.745430888040191,7753.0,336.0
alyscasella,beauty,14562.0,1,538.0,85.0,623.0,4.278258480977888,538.0,85.0
beautybyrosita,beauty,117821.0,2,3943.0,47.0,3990.0,3.3864930699960114,1971.5,23.5
nikkiperkins_mua,beauty,14223.0,4,577.0,3.0,580.0,4.0779019897349364,144.25,0.75
katieguevarra,beauty,3175.0,2,317.0,4.0,321.0,10.11023622047244,158.5,2.0
pamelajuicymakeup,beauty,36568.0,2,1794.0,0.0,1794.0,4.905928680813827,897.0,0.0
amandapastoree,beauty,138082.0,1,2455.0,50.0,2505.0,1.8141394243999944,2455.0,50.0
kourtneydee,beauty,18839.0,3,344.0,5.0,349.0,1.8525399437337438,114.66666666666667,1.6666666666666667
aminaali_mua,beauty,2073.0,2,266.0,58.0,324.0,15.629522431259044,133.0,29.0
