influencer_name,Category,#Followers,#Posts,Likes,Comments,Total_Engagement,Engagement_Rate,Avg_Likes,Avg_Comments
dancingbackwardsinheels,family,2882.0,2,134.0,20.0,154.0,5.343511450381679,67.0,10.0
ryanbergara,family,409916.0,1,9810.0,88.0,9898.0,2.414641048409918,9810.0,88.0
zana.tan,family,5876.0,1,61.0,7.0,68.0,1.1572498298162015,61.0,7.0
milkandcoco,family,11747.0,2,178.0,9.0,187.0,1.5918958031837915,89.0,4.5
tomierna,family,6704.0,1,160.0,4.0,164.0,2.4463007159904535,160.0,4.0
thesteamstress,family,9190.0,2,1619.0,58.0,1677.0,18.248095756256802,809.5,29.0
cindylou_,family,2934.0,1,378.0,83.0,461.0,15.712338104976142,378.0,83.0
colorcrrush,family,8586.0,3,2457.0,80.0,2537.0,29.54810156068018,819.0,26.666666666666668
familywelcome,family,26483.0,1,321.0,18.0,339.0,1.2800664577275989,321.0,18.0
katiebisquick,family,2622.0,1,122.0,5.0,127.0,4.843630816170862,122.0,5.0
thepowerofpink,family,8457.0,1,411.0,13.0,424.0,5.013598202672343,411.0,13.0
discodaddy96,family,1051.0,2,248.0,13.0,261.0,24.83349191246432,124.0,6.5
thestephierose,family,22000.0,1,73.0,3.0,76.0,0.34545454545454546,73.0,3.0
sarakategarrett,family,1730.0,2,606.0,3.0,609.0,35.202312138728324,303.0,1.5
aberoiza,family,1132.0,2,140.0,0.0,140.0,12.36749116607774,70.0,0.0
alisaueno,family,328738.0,2,10059.0,60.0,10119.0,3.07813517147394,5029.5,30.0
astridriveratv,family,12174.0,2,249.0,2.0,251.0,2.0617709873500907,124.5,1.0
feastfashionfaves,family,19649.0,2,28.0,1.0,29.0,0.14759020815308668,14.0,0.5
ginabina77,family,448664.0,4,107536.0,637.0,108173.0,24.11002442807981,26884.0,159.25
billyjackbrawner3,family,66598.0,3,5441.0,34.0,5475.0,8.220967596624524,1813.6666666666667,11.333333333333334
thepositivemom,family,13095.0,1,112.0,0.0,112.0,0.8552882779686903,112.0,0.0
i_sarang_u,family,1006.0,2,37.0,0.0,37.0,3.6779324055666,18.5,0.0
sleepy.cam,family,11859.0,1,171.0,0.0,171.0,1.4419428282317226,171.0,0.0
theavgmom,family,11314.0,3,2489.0,3.0,2492.0,22.02580873254375,829.6666666666666,1.0
spnlnv,family,1219596.0,1,135241.0,2090.0,137331.0,11.260368187498155,135241.0,2090.0
mumma_and_the_brood,family,10955.0,2,646.0,27.0,673.0,6.143313555454131,323.0,13.5
hayley.henderson,family,19261.0,2,906.0,25.0,931.0,4.833601578318883,453.0,12.5
jilgaidano,family,7300.0,2,119.0,3.0,122.0,1.6712328767123288,59.5,1.5
signaturemodelsandtalent,family,2035.0,2,174.0,4.0,178.0,8.746928746928747,87.0,2.0
kallste,family,64858.0,1,569.0,4.0,573.0,0.8834685004162941,569.0,4.0
dica_mattos,family,5740.0,2,592.0,39.0,631.0,10.993031358885018,296.0,19.5
miameierdk,family,6096.0,1,52.0,8.0,60.0,0.984251968503937,52.0,8.0
hannahyoder_,family,2697.0,2,542.0,6.0,548.0,20.318872821653688,271.0,3.0
arash777,family,54802.0,2,1749.0,103.0,1852.0,3.379438706616547,874.5,51.5
mydisneytrips,family,2524.0,1,52.0,0.0,52.0,2.0602218700475436,52.0,0.0
williamvsweeney,family,21841.0,2,751.0,2.0,753.0,3.4476443386291833,375.5,1.0
simone.adele,family,17498.0,2,4622.0,11.0,4633.0,26.47731169276489,2311.0,5.5
gwillie,family,1536.0,1,186.0,6.0,192.0,12.5,186.0,6.0
metrodetroitmom,family,7320.0,1,24.0,1.0,25.0,0.34153005464480873,24.0,1.0
kozyandco,family,32570.0,3,2801.0,111.0,2912.0,8.94074301504452,933.6666666666666,37.0
giuliasimcsik,family,1141.0,1,123.0,2.0,125.0,10.955302366345311,123.0,2.0
chloeverard,family,6664.0,1,491.0,4.0,495.0,7.427971188475391,491.0,4.0
prdouglasguedes,family,1925.0,1,23.0,0.0,23.0,1.194805194805195,23.0,0.0
honeystarr,family,92052.0,1,3051.0,46.0,3097.0,3.364402728892365,3051.0,46.0
makeupsecret_isa,family,3640.0,3,179.0,2.0,181.0,4.972527472527473,59.666666666666664,0.6666666666666666
amelia_kennedy_,family,1162.0,1,280.0,0.0,280.0,24.096385542168676,280.0,0.0
carolinehirons,family,225978.0,1,1736.0,0.0,1736.0,0.7682163750453584,1736.0,0.0
lamiaswelt,family,11515.0,2,709.0,22.0,731.0,6.348241424229266,354.5,11.0
mammanonmamma,family,1157.0,2,86.0,2.0,88.0,7.605877268798617,43.0,1.0
katequilton,family,30298.0,2,1425.0,61.0,1486.0,4.904614165951548,712.5,30.5
itsreallykita,family,4153.0,2,68.0,10.0,78.0,1.8781603660004815,34.0,5.0
glamnellie,family,10618.0,4,660.0,53.0,713.0,6.715012243360332,165.0,13.25
petesjams,family,52484.0,3,19668.0,68.0,19736.0,37.60384117064248,6556.0,22.666666666666668
monicakalra,family,6907.0,1,132.0,25.0,157.0,2.273056319675691,132.0,25.0
brepeablog,family,2669.0,1,353.0,0.0,353.0,13.2259273136006,353.0,0.0
ohmybeautifullife,family,4894.0,1,90.0,3.0,93.0,1.90028606456886,90.0,3.0
melissemartineau,family,13207.0,1,494.0,18.0,512.0,3.876732036041493,494.0,18.0
kingshaundiz,family,1007.0,1,103.0,11.0,114.0,11.320754716981133,103.0,11.0
jakewil,family,51402.0,3,3774.0,64.0,3838.0,7.466635539473172,1258.0,21.333333333333332
okayestmomsblog,family,2160.0,1,61.0,2.0,63.0,2.9166666666666665,61.0,2.0
abeer_sadiq,family,1212.0,1,16.0,2.0,18.0,1.4851485148514851,16.0,2.0
evifig,family,7463.0,1,286.0,32.0,318.0,4.261021037116441,286.0,32.0
yellowbeadsandme,family,4200.0,3,363.0,71.0,434.0,10.333333333333334,121.0,23.666666666666668
mtmomrunner,family,2920.0,1,25.0,2.0,27.0,0.9246575342465754,25.0,2.0
katherineschwarzenegger,family,253123.0,1,3103.0,75.0,3178.0,1.2555160929666604,3103.0,75.0
iamdelafuente,family,1033375.0,1,5083.0,0.0,5083.0,0.49188339179871776,5083.0,0.0
furrleashuhh,family,1765.0,1,79.0,7.0,86.0,4.872521246458923,79.0,7.0
run.it.off,family,9966.0,1,407.0,10.0,417.0,4.184226369656834,407.0,10.0
skw_cgn,family,3640.0,1,161.0,1.0,162.0,4.450549450549451,161.0,1.0
mammamiacheviaggio,family,1206.0,2,91.0,6.0,97.0,8.043117744610282,45.5,3.0
iconize,family,453310.0,2,33614.0,165.0,33779.0,7.451633539961616,16807.0,82.5
taytaysnummies,family,10445.0,3,1053.0,48.0,1101.0,10.540928674006702,351.0,16.0
tiffuhnickle,family,1028.0,2,86.0,3.0,89.0,8.657587548638132,43.0,1.5
aryfonta90,family,26313.0,2,1880.0,30.0,1910.0,7.258769429559534,940.0,15.0
marcoszaro,family,2167.0,1,42.0,1.0,43.0,1.9843101061375175,42.0,1.0
katiekaupp,family,41478.0,1,1482.0,112.0,1594.0,3.84300110902165,1482.0,112.0
volo_baltimore,family,5299.0,1,81.0,4.0,85.0,1.6040762408001512,81.0,4.0
justvictoria_nosecret,family,62069.0,3,9560.0,187.0,9747.0,15.70349127583818,3186.6666666666665,62.333333333333336
tuamiga_asia,family,5800.0,1,39.0,2.0,41.0,0.7068965517241379,39.0,2.0
hazel.eyes.mom,family,7125.0,2,1791.0,15.0,1806.0,25.34736842105263,895.5,7.5
joseffofhollywood_official,family,2333.0,1,130.0,1.0,131.0,5.615087869695671,130.0,1.0
rafaelzulu,family,1813816.0,1,33202.0,454.0,33656.0,1.855535511871105,33202.0,454.0
denisealbert,family,4540.0,1,132.0,3.0,135.0,2.973568281938326,132.0,3.0
sparklygraciee,family,1225.0,3,198.0,4.0,202.0,16.48979591836735,66.0,1.3333333333333333
vinzleonardo,family,5177.0,1,15.0,0.0,15.0,0.2897430944562488,15.0,0.0
geraldine_kemper,family,534746.0,1,22933.0,166.0,23099.0,4.319620904130185,22933.0,166.0
annieroethe,family,1287.0,1,159.0,1.0,160.0,12.432012432012431,159.0,1.0
big_beau,family,79896.0,1,4889.0,115.0,5004.0,6.263142084710123,4889.0,115.0
taskerjoe,family,73813.0,1,5067.0,74.0,5141.0,6.964897782233481,5067.0,74.0
lsco_88,family,1367.0,1,37.0,5.0,42.0,3.0724213606437454,37.0,5.0
weddingwire,family,650093.0,1,311612.0,1035.0,312647.0,48.09265751207904,311612.0,1035.0
sianibent,family,1130.0,4,557.0,17.0,574.0,50.796460176991154,139.25,4.25
eliemaroun15,family,14193.0,2,469.0,20.0,489.0,3.4453603889241173,234.5,10.0
exploramiami,family,16917.0,3,2277.0,18.0,2295.0,13.5662351480759,759.0,6.0
ashleysue,family,1073.0,1,37.0,0.0,37.0,3.4482758620689653,37.0,0.0
canary_jane,family,24877.0,3,2178.0,55.0,2233.0,8.976162720585279,726.0,18.333333333333332
yayfortoday_,family,15143.0,3,2236.0,94.0,2330.0,15.386647295780229,745.3333333333334,31.333333333333332
terezainoslo,family,37282.0,1,1878.0,20.0,1898.0,5.090928598251167,1878.0,20.0
alisontinlin_mrspandp,family,1408.0,3,57.0,4.0,61.0,4.332386363636364,19.0,1.3333333333333333
thejessicagraf,family,511891.0,2,202166.0,395.0,202561.0,39.57111963289059,101083.0,197.5
oldworldnew,family,4322.0,4,829.0,33.0,862.0,19.94447015270708,207.25,8.25
honziklaci,family,9386.0,1,262.0,4.0,266.0,2.834008097165992,262.0,4.0
amandakwaltman,family,60979.0,1,352.0,25.0,377.0,0.6182456255432198,352.0,25.0
kprocmom,family,12641.0,1,202.0,6.0,208.0,1.6454394430820345,202.0,6.0
icegirlash,family,15943.0,4,3450.0,30.0,3480.0,21.827761399987455,862.5,7.5
halekellogg,family,1903.0,4,482.0,18.0,500.0,26.274303730951132,120.5,4.5
casey_dacanay,family,7088.0,3,755.0,83.0,838.0,11.822799097065463,251.66666666666666,27.666666666666668
lucassenaby,family,3945.0,2,256.0,9.0,265.0,6.7173637515842834,128.0,4.5
mckenzieryan,family,22224.0,1,947.0,78.0,1025.0,4.612131029517639,947.0,78.0
nicolettartl,family,14839.0,2,634.0,24.0,658.0,4.434261068805175,317.0,12.0
gueli_0711,family,1745.0,1,68.0,9.0,77.0,4.412607449856734,68.0,9.0
araujovivianne,family,6583676.0,1,69155.0,764.0,69919.0,1.0620054814362068,69155.0,764.0
hendrixkelsie,family,1224.0,2,223.0,6.0,229.0,18.709150326797385,111.5,3.0
torie.bliss,family,63707.0,1,1279.0,0.0,1279.0,2.007628675027862,1279.0,0.0
msjaimiking,family,13119.0,3,1778.0,15.0,1793.0,13.66720024392103,592.6666666666666,5.0
theintentionalmomblog,family,1656.0,2,89.0,0.0,89.0,5.374396135265701,44.5,0.0
rafaaagonz,family,13476.0,2,1644.0,3.0,1647.0,12.22172751558326,822.0,1.5
warriorinwildflowers,family,1090.0,2,43.0,0.0,43.0,3.9449541284403673,21.5,0.0
asuhsworld,family,200057.0,1,17653.0,467.0,18120.0,9.057418635688828,17653.0,467.0
akala101,family,1486.0,3,312.0,18.0,330.0,22.207267833109018,104.0,6.0
jessiediggins,family,95646.0,2,11046.0,59.0,11105.0,11.610522133701357,5523.0,29.5
mattdallas,family,198895.0,4,33503.0,474.0,33977.0,17.082882928178183,8375.75,118.5
koli_lifestyle,family,2058.0,2,49.0,2.0,51.0,2.478134110787172,24.5,1.0
westvalleymoms,family,5939.0,1,48.0,2.0,50.0,0.8418925745074928,48.0,2.0
rudegirrl,family,54244.0,1,588.0,6.0,594.0,1.0950519873165696,588.0,6.0
emanueleferrari,family,189252.0,1,9999.0,27.0,10026.0,5.297698307019213,9999.0,27.0
dashofblushdesigns,family,1840.0,2,252.0,59.0,311.0,16.902173913043477,126.0,29.5
nadie_como_mama,family,11948.0,1,103268.0,997.0,104265.0,872.6565115500503,103268.0,997.0
michaelsdelia,family,1106.0,2,132.0,6.0,138.0,12.47739602169982,66.0,3.0
nikki_ferrell,family,387011.0,1,4660.0,9.0,4669.0,1.206425657151864,4660.0,9.0
natalieshomesweethome,family,1063.0,1,52.0,4.0,56.0,5.268109125117592,52.0,4.0
alicespake,family,20493.0,1,346.0,25.0,371.0,1.81037427414239,346.0,25.0
_amuralhunter_,family,7810.0,1,130.0,15.0,145.0,1.856594110115237,130.0,15.0
sensiblysara,family,3999.0,1,37.0,6.0,43.0,1.0752688172043012,37.0,6.0
mwordmag,family,16346.0,4,473.0,31.0,504.0,3.083323137158938,118.25,7.75
simon_vky,family,147987.0,1,15244.0,129.0,15373.0,10.388074628176799,15244.0,129.0
mrciantwomey,family,956990.0,1,20583.0,445.0,21028.0,2.197306136950229,20583.0,445.0
pawsomedoctor,family,48149.0,2,8028.0,129.0,8157.0,16.94116181021413,4014.0,64.5
iamliliwilson,family,3141.0,2,302.0,25.0,327.0,10.410697230181471,151.0,12.5
themarygraham,family,2648.0,1,149.0,8.0,157.0,5.929003021148036,149.0,8.0
mamisybebes,family,13584.0,2,386.0,20.0,406.0,2.9888103651354534,193.0,10.0
grace_ciao,family,87666.0,2,2547.0,15.0,2562.0,2.922455684073643,1273.5,7.5
orgullosamommy,family,5607.0,2,332.0,60.0,392.0,6.991260923845194,166.0,30.0
lynsayloves,family,12884.0,1,217.0,3.0,220.0,1.7075442409189692,217.0,3.0
omgitssammx3,family,3976.0,5,401.0,18.0,419.0,10.538229376257545,80.2,3.6
sofiasosaa_,family,13300.0,2,418.0,3.0,421.0,3.1654135338345863,209.0,1.5
miamikela,family,24275.0,1,888.0,7.0,895.0,3.68692070030896,888.0,7.0
xurirux,family,90404.0,1,14809.0,84.0,14893.0,16.473828591655238,14809.0,84.0
igurleenchopra,family,52002.0,1,1218.0,36.0,1254.0,2.411445713626399,1218.0,36.0
guthita,family,7858.0,1,1011.0,7.0,1018.0,12.95495036905065,1011.0,7.0
margemusic,family,5280.0,3,847.0,1.0,848.0,16.060606060606062,282.3333333333333,0.3333333333333333
alexisknox,family,27737.0,1,499.0,7.0,506.0,1.824278040162959,499.0,7.0
paivajuliana,family,716346.0,3,42942.0,545.0,43487.0,6.070669760143841,14314.0,181.66666666666666
slowlyslupien,family,1518.0,1,34.0,0.0,34.0,2.2397891963109355,34.0,0.0
themommywood,family,8805.0,1,294.0,30.0,324.0,3.6797274275979555,294.0,30.0
hudsonsfmelo,family,1840.0,3,105.0,0.0,105.0,5.706521739130435,35.0,0.0
nycfitfam,family,39533.0,3,1896.0,371.0,2267.0,5.7344497002504236,632.0,123.66666666666667
zackhennz,family,1087.0,3,218.0,7.0,225.0,20.699172033118675,72.66666666666667,2.3333333333333335
juanichela,family,115840.0,1,3749.0,42.0,3791.0,3.2726174033149174,3749.0,42.0
jeannahuii,family,4414.0,3,656.0,0.0,656.0,14.86180335296783,218.66666666666666,0.0
life_on_the_left_rein,family,5707.0,2,833.0,7.0,840.0,14.718766427194673,416.5,3.5
shadmankhancastingagency,family,1353.0,1,66.0,0.0,66.0,4.878048780487805,66.0,0.0
craftybeermaven,family,33630.0,1,909.0,33.0,942.0,2.8010704727921496,909.0,33.0
mrshaitiinternational2018,family,1152.0,5,218.0,5.0,223.0,19.35763888888889,43.6,1.0
barrealley,family,11349.0,1,96.0,4.0,100.0,0.8811349017534584,96.0,4.0
venenosandoval,family,1255006.0,1,9455.0,99.0,9554.0,0.7612712608545298,9455.0,99.0
neon.be,family,368235.0,2,12264.0,277.0,12541.0,3.405705595611498,6132.0,138.5
perikoyjessileon,family,91943.0,1,276.0,4.0,280.0,0.30453650631369433,276.0,4.0
natashanicholes,family,4025.0,1,83.0,8.0,91.0,2.2608695652173916,83.0,8.0
thirdstopright,family,1128.0,1,8.0,0.0,8.0,0.7092198581560284,8.0,0.0
micco_29,family,16183.0,1,400.0,11.0,411.0,2.5397021565840694,400.0,11.0
yumie_,family,2680.0,2,132.0,2.0,134.0,5.0,66.0,1.0
jacymerollintheyhatin,family,2063.0,1,38.0,2.0,40.0,1.9389238972370333,38.0,2.0
maddiezahm,family,42464.0,1,57.0,1.0,58.0,0.136586284853052,57.0,1.0
fannybornedal,family,41060.0,1,2098.0,5.0,2103.0,5.121773015099854,2098.0,5.0
marrymetampabay,family,7761.0,1,79.0,1.0,80.0,1.030795000644247,79.0,1.0
danilofaro,family,189385.0,1,375.0,13.0,388.0,0.20487367003722573,375.0,13.0
roseellendix,family,469894.0,3,123247.0,451.0,123698.0,26.324660455336733,41082.333333333336,150.33333333333334
rgvmomsblog,family,2775.0,2,53.0,3.0,56.0,2.018018018018018,26.5,1.5
courtneysimmonds_,family,1011.0,1,208.0,12.0,220.0,21.76063303659743,208.0,12.0
coreylabarrie,family,142999.0,1,18845.0,190.0,19035.0,13.311281897076203,18845.0,190.0
theannmariejohn,family,40913.0,2,5889.0,0.0,5889.0,14.393957910688535,2944.5,0.0
coindevanity,family,234344.0,1,8200.0,17.0,8217.0,3.5063837776943294,8200.0,17.0
sheismelrose,family,3997.0,1,131.0,11.0,142.0,3.55266449837378,131.0,11.0
edelelynch,family,6789.0,2,478.0,34.0,512.0,7.541611430254824,239.0,17.0
lisagaskarth,family,127414.0,1,5128.0,14.0,5142.0,4.035663270912145,5128.0,14.0
mylifes.canvas,family,11701.0,2,6670.0,107.0,6777.0,57.918126655841384,3335.0,53.5
natashavella13,family,6114.0,2,195.0,3.0,198.0,3.23846908734053,97.5,1.5
verysmallfeet,family,1021.0,1,106.0,1.0,107.0,10.479921645445641,106.0,1.0
joililikoi,family,7427.0,2,612.0,10.0,622.0,8.374848525649657,306.0,5.0
travelerbroads,family,11480.0,1,188.0,7.0,195.0,1.6986062717770034,188.0,7.0
jessalxander,family,46595.0,1,353.0,6.0,359.0,0.7704689344350252,353.0,6.0
tiffanykhyla,family,1862.0,2,305.0,33.0,338.0,18.15252416756176,152.5,16.5
raveready,family,103979.0,3,267.0,6.0,273.0,0.2625530155127478,89.0,2.0
juliamachuga,family,1681.0,1,362.0,6.0,368.0,21.891731112433074,362.0,6.0
cechoft,family,12456.0,3,2503.0,9.0,2512.0,20.166987797045604,834.3333333333334,3.0
angelikazwerenz,family,12189.0,2,88.0,4.0,92.0,0.7547788990073017,44.0,2.0
